Year,Month,Neighborhood,Rainfall_In,SVI,Canopy_Pct,Depth_m,Property_Loss_USD
2022,11,Washington Park,1.02,0.15,35,0.15,29655.9
2022,11,Elyria-Swansea,0.16,0.94,8,0.23,11714.94
2022,11,Five Points,1.66,0.82,12,0.75,37262.16
2022,11,Elyria-Swansea,0.8,0.94,8,0.49,24412.34
2022,11,Montbello,0.26,0.75,15,0.0,0.0
2022,11,Cherry Creek,0.58,0.1,28,0.07,14016.66
2022,11,Washington Park,0.67,0.15,35,0.01,1780.27
2022,11,Washington Park,1.15,0.15,35,0.2,40391.44
2022,11,Washington Park,0.25,0.15,35,0.0,0.0
2022,11,Elyria-Swansea,2.22,0.94,8,1.06,52944.66
2022,11,Cherry Creek,0.61,0.1,28,0.08,16881.73
2022,11,Five Points,0.57,0.82,12,0.31,15426.54
2022,11,Elyria-Swansea,0.57,0.94,8,0.4,19947.13
2022,12,Five Points,1.56,0.82,12,0.7,35163.86
2022,12,Five Points,1.63,0.82,12,0.73,36612.88
2022,12,Montbello,1.19,0.75,15,0.33,16266.1
2022,12,Washington Park,0.81,0.15,35,0.07,13192.97
2022,12,Washington Park,0.9,0.15,35,0.1,19674.2
2022,12,Elyria-Swansea,1.05,0.94,8,0.59,29578.48
2022,12,Montbello,0.47,0.75,15,0.04,1909.4
2022,12,Five Points,2.32,0.82,12,1.01,50382.54
2022,12,Washington Park,0.35,0.15,35,0.0,0.0
2022,12,Cherry Creek,2.42,0.1,28,0.81,161431.27
2022,12,Washington Park,0.83,0.15,35,0.07,14763.71
2022,12,Montbello,0.29,0.75,15,0.0,0.0
2022,12,Five Points,0.76,0.82,12,0.38,19165.61
2022,12,Montbello,0.68,0.75,15,0.12,6140.77
2022,12,Washington Park,1.02,0.15,35,0.15,29564.65
2022,12,Montbello,1.05,0.75,15,0.27,13570.99
2022,12,Cherry Creek,1.02,0.1,28,0.25,49817.3
2022,12,Washington Park,0.42,0.15,35,0.0,0.0
2022,12,Washington Park,1.72,0.15,35,0.43,85850.73
2022,12,Washington Park,0.46,0.15,35,0.0,0.0
2022,12,Cherry Creek,0.31,0.1,28,0.0,0.0
2023,1,Montbello,1.03,0.75,15,0.26,13081.68
2023,1,Elyria-Swansea,0.42,0.94,8,0.34,16948.01
2023,1,Cherry Creek,1.1,0.1,28,0.28,55623.91
2023,1,Montbello,1.07,0.75,15,0.28,13961.74
2023,1,Montbello,0.59,0.75,15,0.08,4223.79
2023,1,Montbello,1.71,0.75,15,0.54,26758.12
2023,1,Montbello,3.09,0.75,15,1.09,54385.71
2023,1,Elyria-Swansea,0.77,0.94,8,0.48,23936.03
2023,1,Washington Park,0.85,0.15,35,0.08,16077.48
2023,1,Cherry Creek,0.64,0.1,28,0.1,19528.51
2023,1,Elyria-Swansea,0.97,0.94,8,0.56,27985.54
2023,1,Five Points,3.16,0.82,12,1.34,67207.93
2023,1,Washington Park,0.85,0.15,35,0.08,15770.5
2023,1,Five Points,0.19,0.82,12,0.16,7848.7
2023,1,Elyria-Swansea,0.62,0.94,8,0.42,20805.39
2023,1,Montbello,0.57,0.75,15,0.08,3904.64
2023,1,Montbello,0.02,0.75,15,0.0,0.0
2023,1,Cherry Creek,0.29,0.1,28,0.0,0.0
2023,1,Montbello,3.6,0.75,15,1.29,64527.2
2023,1,Washington Park,0.85,0.15,35,0.08,16373.35
2023,1,Washington Park,1.43,0.15,35,0.31,62213.53
2023,2,Cherry Creek,0.49,0.1,28,0.04,7249.47
2023,2,Montbello,1.0,0.75,15,0.25,12405.54
2023,2,Five Points,1.57,0.82,12,0.71,35488.9
2023,2,Montbello,0.68,0.75,15,0.12,6127.52
2023,2,Montbello,0.52,0.75,15,0.06,2833.04
2023,2,Washington Park,0.2,0.15,35,0.0,0.0
2023,2,Cherry Creek,0.27,0.1,28,0.0,0.0
2023,2,Montbello,0.85,0.75,15,0.19,9463.43
2023,2,Elyria-Swansea,3.24,0.94,8,1.47,73307.14
2023,2,Washington Park,0.88,0.15,35,0.09,18426.36
2023,2,Washington Park,1.41,0.15,35,0.3,60959.71
2023,2,Elyria-Swansea,0.62,0.94,8,0.42,20884.32
2023,2,Five Points,1.06,0.82,12,0.51,25271.9
2023,2,Montbello,0.65,0.75,15,0.11,5484.89
2023,2,Five Points,0.13,0.82,12,0.13,6626.85
2023,2,Elyria-Swansea,2.05,0.94,8,0.99,49498.7
2023,2,Montbello,0.23,0.75,15,0.0,0.0
2023,2,Five Points,0.99,0.82,12,0.48,23782.67
2023,2,Five Points,1.25,0.82,12,0.58,29038.77
2023,2,Five Points,0.43,0.82,12,0.25,12558.45
2023,2,Montbello,1.93,0.75,15,0.62,31143.65
2023,3,Montbello,0.45,0.75,15,0.03,1494.24
2023,3,Cherry Creek,0.72,0.1,28,0.13,25221.35
2023,3,Montbello,1.25,0.75,15,0.35,17423.82
2023,3,Montbello,1.85,0.75,15,0.59,29589.95
2023,3,Cherry Creek,2.26,0.1,28,0.74,148427.39
2023,3,Cherry Creek,1.65,0.1,28,0.5,99697.7
2023,3,Cherry Creek,0.57,0.1,28,0.07,13439.35
2023,3,Washington Park,2.14,0.15,35,0.59,118982.77
2023,3,Montbello,2.62,0.75,15,0.9,44930.04
2023,3,Five Points,0.65,0.82,12,0.34,17060.9
2023,3,Montbello,0.42,0.75,15,0.02,872.96
2023,3,Cherry Creek,0.33,0.1,28,0.0,0.0
2023,3,Five Points,0.44,0.82,12,0.26,12818.56
2023,3,Elyria-Swansea,3.57,0.94,8,1.6,79846.86
2023,3,Washington Park,0.14,0.15,35,0.0,0.0
2023,3,Washington Park,0.07,0.15,35,0.0,0.0
2023,3,Washington Park,1.4,0.15,35,0.3,59973.03
2023,3,Elyria-Swansea,0.71,0.94,8,0.45,22607.09
2023,3,Cherry Creek,0.46,0.1,28,0.02,4712.35
2023,3,Montbello,2.41,0.75,15,0.81,40735.05
2023,3,Cherry Creek,3.12,0.1,28,1.09,217672.11
2023,4,Montbello,0.45,0.75,15,0.03,1506.97
2023,4,Washington Park,1.02,0.15,35,0.15,29824.75
2023,4,Cherry Creek,2.69,0.1,28,0.92,183261.48
2023,4,Cherry Creek,0.7,0.1,28,0.12,23962.45
2023,4,Elyria-Swansea,0.63,0.94,8,0.42,21006.62
2023,4,Five Points,0.44,0.82,12,0.26,12811.77
2023,4,Five Points,1.2,0.82,12,0.56,28020.33
2023,4,Montbello,0.89,0.75,15,0.21,10383.21
2023,4,Cherry Creek,0.77,0.1,28,0.15,29934.26
2023,4,Five Points,0.78,0.82,12,0.39,19640.44
2023,4,Montbello,0.43,0.75,15,0.02,1087.06
2023,4,Five Points,0.9,0.82,12,0.44,22084.95
2023,4,Elyria-Swansea,2.47,0.94,8,1.16,57937.92
2023,4,Five Points,0.5,0.82,12,0.28,14098.17
2023,4,Montbello,1.16,0.75,15,0.32,15776.48
2023,4,Five Points,0.59,0.82,12,0.31,15722.78
2023,4,Five Points,1.99,0.82,12,0.88,43772.86
2023,4,Five Points,1.56,0.82,12,0.7,35169.52
2023,4,Montbello,1.28,0.75,15,0.36,18126.45
2023,4,Washington Park,2.55,0.15,35,0.76,152269.92
2023,4,Cherry Creek,0.4,0.1,28,0.0,128.27
2023,5,Five Points,2.06,0.82,12,0.9,45244.87
2023,5,Elyria-Swansea,2.32,0.94,8,1.1,54903.92
2023,5,Five Points,1.38,0.82,12,0.63,31665.27
2023,5,Washington Park,2.23,0.15,35,0.63,126394.96
2023,5,Elyria-Swansea,1.21,0.94,8,0.66,32762.63
2023,5,Elyria-Swansea,2.21,0.94,8,1.06,52770.05
2023,5,Washington Park,0.35,0.15,35,0.0,0.0
2023,5,Cherry Creek,1.84,0.1,28,0.58,115382.65
2023,5,Five Points,0.72,0.82,12,0.37,18343.18
2023,5,Elyria-Swansea,1.56,0.94,8,0.79,39724.88
2023,5,Washington Park,3.31,0.15,35,1.06,212822.97
2023,5,Elyria-Swansea,1.87,0.94,8,0.92,45985.98
2023,5,Montbello,2.73,0.75,15,0.94,47076.58
2023,5,Cherry Creek,4.51,0.1,28,1.64,328447.79
2023,5,Montbello,2.13,0.75,15,0.7,35027.74
2023,5,Montbello,3.48,0.75,15,1.24,62000.03
2023,5,Cherry Creek,2.39,0.1,28,0.8,159330.94
2023,5,Elyria-Swansea,0.77,0.94,8,0.48,23879.44
2023,5,Montbello,1.45,0.75,15,0.43,21428.35
2023,5,Cherry Creek,3.14,0.1,28,1.09,218991.81
2023,5,Five Points,1.61,0.82,12,0.73,36286.19
2023,6,Elyria-Swansea,1.44,0.94,8,0.75,37334.83
2023,6,Five Points,6.13,0.82,12,2.53,126591.69
2023,6,Montbello,4.26,0.75,15,1.55,77672.18
2023,6,Washington Park,5.69,0.15,35,2.02,403511.5
2023,6,Elyria-Swansea,1.65,0.94,8,0.83,41496.0
2023,6,Five Points,1.62,0.82,12,0.73,36426.58
2023,6,Elyria-Swansea,0.81,0.94,8,0.49,24676.56
2023,6,Washington Park,3.08,0.15,35,0.97,194639.21
2023,6,Elyria-Swansea,1.33,0.94,8,0.7,35035.92
2023,6,Washington Park,2.13,0.15,35,0.59,118614.66
2023,6,Washington Park,9.4,0.15,35,3.5,700367.02
2023,6,Five Points,0.68,0.82,12,0.35,17592.7
2023,6,Elyria-Swansea,0.39,0.94,8,0.33,16303.24
2023,6,Washington Park,6.28,0.15,35,2.25,450474.32
2023,6,Montbello,4.08,0.75,15,1.48,74116.27
2023,6,Five Points,2.36,0.82,12,1.02,51201.43
2023,6,Cherry Creek,0.26,0.1,28,0.0,0.0
2023,6,Cherry Creek,0.69,0.1,28,0.12,23038.74
2023,6,Five Points,1.47,0.82,12,0.67,33452.44
2023,6,Cherry Creek,8.16,0.1,28,3.1,620534.11
2023,6,Elyria-Swansea,3.22,0.94,8,1.46,72891.72
2023,7,Montbello,2.05,0.75,15,0.67,33551.19
2023,7,Montbello,0.46,0.75,15,0.03,1690.36
2023,7,Montbello,0.12,0.75,15,0.0,0.0
2023,7,Five Points,1.26,0.82,12,0.58,29177.25
2023,7,Cherry Creek,1.27,0.1,28,0.35,69493.53
2023,7,Cherry Creek,0.66,0.1,28,0.1,20414.68
2023,7,Washington Park,0.5,0.15,35,0.0,0.0
2023,7,Five Points,0.84,0.82,12,0.41,20742.67
2023,7,Elyria-Swansea,1.55,0.94,8,0.79,39461.9
2023,7,Montbello,0.36,0.75,15,0.0,0.0
2023,7,Five Points,3.22,0.82,12,1.37,68336.6
2023,7,Washington Park,2.2,0.15,35,0.62,124052.38
2023,7,Montbello,1.85,0.75,15,0.59,29413.99
2023,7,Elyria-Swansea,0.15,0.94,8,0.23,11560.78
2023,7,Five Points,0.44,0.82,12,0.26,12770.9
2023,7,Five Points,0.92,0.82,12,0.45,22371.23
2023,7,Five Points,1.03,0.82,12,0.49,24677.05
2023,7,Five Points,2.87,0.82,12,1.23,61431.53
2023,7,Montbello,0.18,0.75,15,0.0,0.0
2023,7,Elyria-Swansea,0.25,0.94,8,0.27,13405.98
2023,7,Montbello,1.3,0.75,15,0.37,18464.8
2023,8,Cherry Creek,0.48,0.1,28,0.03,6588.21
2023,8,Washington Park,0.34,0.15,35,0.0,0.0
2023,8,Elyria-Swansea,1.17,0.94,8,0.64,31861.73
2023,8,Cherry Creek,1.9,0.1,28,0.6,120029.46
2023,8,Montbello,3.36,0.75,15,1.2,59759.12
2023,8,Montbello,0.79,0.75,15,0.17,8385.1
2023,8,Montbello,0.54,0.75,15,0.07,3390.04
2023,8,Washington Park,2.37,0.15,35,0.69,137472.69
2023,8,Five Points,1.02,0.82,12,0.49,24416.37
2023,8,Montbello,0.41,0.75,15,0.01,646.84
2023,8,Washington Park,1.52,0.15,35,0.35,69717.41
2023,8,Five Points,0.63,0.82,12,0.33,16508.09
2023,8,Washington Park,0.99,0.15,35,0.14,27193.84
2023,8,Montbello,1.94,0.75,15,0.62,31239.3
2023,8,Montbello,1.13,0.75,15,0.3,15093.97
2023,8,Elyria-Swansea,1.29,0.94,8,0.69,34340.13
2023,8,Cherry Creek,1.01,0.1,28,0.24,48666.22
2023,8,Elyria-Swansea,1.78,0.94,8,0.88,44137.91
2023,8,Montbello,1.81,0.75,15,0.58,28757.65
2023,8,Five Points,2.11,0.82,12,0.92,46193.52
2023,8,Montbello,0.14,0.75,15,0.0,0.0
2023,9,Five Points,1.14,0.82,12,0.53,26708.74
2023,9,Montbello,0.54,0.75,15,0.07,3375.28
2023,9,Five Points,2.0,0.82,12,0.88,44093.29
2023,9,Cherry Creek,0.58,0.1,28,0.07,14025.42
2023,9,Montbello,0.28,0.75,15,0.0,0.0
2023,9,Washington Park,1.86,0.15,35,0.48,96981.99
2023,9,Washington Park,1.11,0.15,35,0.18,36677.66
2023,9,Elyria-Swansea,1.24,0.94,8,0.67,33389.69
2023,9,Montbello,0.69,0.75,15,0.13,6392.95
2023,9,Five Points,0.68,0.82,12,0.35,17563.38
2023,9,Washington Park,0.73,0.15,35,0.03,6132.35
2023,9,Elyria-Swansea,0.87,0.94,8,0.52,25823.24
2023,9,Five Points,0.6,0.82,12,0.32,16064.74
2023,9,Washington Park,3.37,0.15,35,1.09,217743.61
2023,9,Five Points,0.53,0.82,12,0.29,14619.85
2023,9,Cherry Creek,0.19,0.1,28,0.0,0.0
2023,9,Washington Park,1.65,0.15,35,0.4,79705.04
2023,9,Washington Park,0.35,0.15,35,0.0,0.0
2023,9,Montbello,2.27,0.75,15,0.76,37963.86
2023,9,Elyria-Swansea,0.08,0.94,8,0.2,10017.99
2023,9,Elyria-Swansea,0.88,0.94,8,0.52,26106.64
2023,10,Elyria-Swansea,2.07,0.94,8,1.0,49998.58
2023,10,Five Points,0.99,0.82,12,0.48,23768.69
2023,10,Washington Park,1.15,0.15,35,0.2,39964.9
2023,10,Cherry Creek,1.68,0.1,28,0.51,102337.29
2023,10,Five Points,1.18,0.82,12,0.55,27622.2
2023,10,Cherry Creek,0.96,0.1,28,0.22,44647.39
2023,10,Washington Park,0.29,0.15,35,0.0,0.0
2023,10,Montbello,1.56,0.75,15,0.47,23603.74
2023,10,Washington Park,0.27,0.15,35,0.0,0.0
2023,10,Washington Park,1.91,0.15,35,0.51,101123.9
2023,10,Montbello,0.25,0.75,15,0.0,0.0
2023,10,Elyria-Swansea,1.47,0.94,8,0.76,37858.99
2023,10,Cherry Creek,0.22,0.1,28,0.0,0.0
2023,10,Elyria-Swansea,1.53,0.94,8,0.78,39154.68
2023,10,Elyria-Swansea,1.57,0.94,8,0.8,39950.4
2023,10,Montbello,0.89,0.75,15,0.21,10287.95
2023,10,Five Points,1.59,0.82,12,0.72,35874.74
2023,10,Washington Park,1.23,0.15,35,0.23,46175.28
2023,10,Elyria-Swansea,0.71,0.94,8,0.46,22784.77
2023,10,Cherry Creek,2.4,0.1,28,0.8,159770.31
2023,10,Washington Park,1.32,0.15,35,0.27,53981.36
2023,11,Five Points,2.25,0.82,12,0.98,49017.86
2023,11,Elyria-Swansea,0.55,0.94,8,0.39,19583.06
2023,11,Elyria-Swansea,1.01,0.94,8,0.58,28793.38
2023,11,Montbello,2.56,0.75,15,0.87,43656.84
2023,11,Washington Park,0.2,0.15,35,0.0,0.0
2023,11,Cherry Creek,0.53,0.1,28,0.05,10259.83
2023,11,Washington Park,0.36,0.15,35,0.0,0.0
2023,11,Five Points,0.05,0.82,12,0.1,4966.57
2023,11,Cherry Creek,0.85,0.1,28,0.18,35694.16
2023,11,Five Points,2.06,0.82,12,0.9,45138.28
2023,11,Montbello,1.51,0.75,15,0.46,22764.14
2023,11,Montbello,2.74,0.75,15,0.94,47239.5
2023,11,Montbello,0.39,0.75,15,0.01,355.62
2023,11,Elyria-Swansea,0.24,0.94,8,0.27,13269.91
2023,11,Elyria-Swansea,0.43,0.94,8,0.34,17154.2
2023,11,Montbello,1.39,0.75,15,0.41,20340.71
2023,11,Cherry Creek,0.54,0.1,28,0.06,11579.18
2023,11,Five Points,1.16,0.82,12,0.54,27236.26
2023,11,Cherry Creek,1.27,0.1,28,0.35,69772.75
2023,11,Five Points,1.24,0.82,12,0.58,28824.83
2023,11,Cherry Creek,0.96,0.1,28,0.22,44599.07
2023,12,Washington Park,1.25,0.15,35,0.24,48259.1
2023,12,Cherry Creek,3.42,0.1,28,1.21,241285.91
2023,12,Montbello,0.39,0.75,15,0.01,350.47
2023,12,Cherry Creek,2.93,0.1,28,1.01,202151.91
2023,12,Five Points,1.38,0.82,12,0.63,31578.61
2023,12,Washington Park,2.31,0.15,35,0.67,133045.37
2023,12,Elyria-Swansea,1.31,0.94,8,0.7,34764.56
2023,12,Montbello,0.9,0.75,15,0.21,10592.35
2023,12,Montbello,1.37,0.75,15,0.4,19806.02
2023,12,Washington Park,0.86,0.15,35,0.08,16603.45
2023,12,Cherry Creek,1.86,0.1,28,0.58,116798.95
2023,12,Five Points,0.98,0.82,12,0.47,23690.01
2023,12,Montbello,0.22,0.75,15,0.0,0.0
2023,12,Washington Park,0.82,0.15,35,0.07,13651.03
2023,12,Five Points,0.39,0.82,12,0.24,11803.63
2023,12,Elyria-Swansea,1.3,0.94,8,0.69,34474.02
2023,12,Washington Park,0.83,0.15,35,0.07,14054.46
2023,12,Cherry Creek,1.39,0.1,28,0.4,79277.25
2023,12,Washington Park,0.74,0.15,35,0.03,6917.51
2023,12,Washington Park,0.38,0.15,35,0.0,0.0
2023,12,Washington Park,1.27,0.15,35,0.25,49620.42
2024,1,Elyria-Swansea,1.8,0.94,8,0.89,44544.75
2024,1,Cherry Creek,1.38,0.1,28,0.39,78452.05
2024,1,Elyria-Swansea,0.25,0.94,8,0.27,13438.37
2024,1,Cherry Creek,0.61,0.1,28,0.09,17063.38
2024,1,Elyria-Swansea,0.78,0.94,8,0.48,24051.24
2024,1,Five Points,2.45,0.82,12,1.06,53089.82
2024,1,Montbello,0.57,0.75,15,0.08,3846.7
2024,1,Cherry Creek,1.53,0.1,28,0.45,90333.09
2024,1,Elyria-Swansea,1.42,0.94,8,0.74,36867.42
2024,1,Montbello,0.31,0.75,15,0.0,0.0
2024,1,Five Points,2.68,0.82,12,1.15,57526.44
2024,1,Montbello,0.38,0.75,15,0.0,134.53
2024,1,Cherry Creek,1.79,0.1,28,0.56,111571.8
2024,1,Elyria-Swansea,1.38,0.94,8,0.72,36020.97
2024,1,Washington Park,0.16,0.15,35,0.0,0.0
2024,1,Washington Park,0.94,0.15,35,0.12,23106.25
2024,1,Five Points,1.4,0.82,12,0.64,31929.05
2024,1,Elyria-Swansea,0.91,0.94,8,0.54,26757.99
2024,1,Elyria-Swansea,1.18,0.94,8,0.64,32074.64
2024,1,Cherry Creek,0.41,0.1,28,0.01,1141.11
2024,1,Washington Park,1.48,0.15,35,0.33,66056.76
2024,2,Montbello,1.01,0.75,15,0.25,12706.17
2024,2,Elyria-Swansea,0.77,0.94,8,0.48,23898.95
2024,2,Five Points,0.38,0.82,12,0.23,11512.85
2024,2,Cherry Creek,1.79,0.1,28,0.56,111122.36
2024,2,Five Points,0.46,0.82,12,0.26,13187.23
2024,2,Five Points,1.45,0.82,12,0.66,32941.29
2024,2,Elyria-Swansea,0.86,0.94,8,0.51,25739.13
2024,2,Washington Park,0.89,0.15,35,0.09,18941.44
2024,2,Elyria-Swansea,2.29,0.94,8,1.09,54396.08
2024,2,Elyria-Swansea,2.12,0.94,8,1.02,50908.29
2024,2,Cherry Creek,0.23,0.1,28,0.0,0.0
2024,2,Elyria-Swansea,0.02,0.94,8,0.18,8839.25
2024,2,Cherry Creek,0.58,0.1,28,0.07,14407.91
2024,2,Five Points,0.61,0.82,12,0.32,16131.87
2024,2,Montbello,0.34,0.75,15,0.0,0.0
2024,2,Five Points,0.92,0.82,12,0.45,22424.84
2024,2,Washington Park,2.03,0.15,35,0.55,110346.32
2024,2,Cherry Creek,0.62,0.1,28,0.09,17857.03
2024,2,Montbello,0.39,0.75,15,0.0,211.92
2024,2,Montbello,1.43,0.75,15,0.42,21179.02
2024,2,Cherry Creek,0.81,0.1,28,0.16,32739.63
2024,3,Cherry Creek,0.89,0.1,28,0.2,39311.67
2024,3,Elyria-Swansea,1.38,0.94,8,0.72,36036.4
2024,3,Montbello,0.91,0.75,15,0.21,10668.03
2024,3,Washington Park,0.94,0.15,35,0.12,23492.02
2024,3,Washington Park,1.78,0.15,35,0.45,90000.09
2024,3,Elyria-Swansea,1.07,0.94,8,0.6,29885.38
2024,3,Five Points,0.26,0.82,12,0.18,9213.0
2024,3,Washington Park,0.16,0.15,35,0.0,0.0
2024,3,Montbello,0.3,0.75,15,0.0,0.0
2024,3,Cherry Creek,0.69,0.1,28,0.11,22885.72
2024,3,Washington Park,2.64,0.15,35,0.79,158830.75
2024,3,Cherry Creek,0.5,0.1,28,0.04,7688.23
2024,3,Montbello,2.86,0.75,15,0.99,49627.48
2024,3,Elyria-Swansea,1.79,0.94,8,0.89,44369.74
2024,3,Cherry Creek,1.92,0.1,28,0.61,121294.47
2024,3,Washington Park,0.55,0.15,35,0.0,0.0
2024,3,Cherry Creek,0.57,0.1,28,0.07,13618.04
2024,3,Five Points,0.43,0.82,12,0.25,12538.36
2024,3,Elyria-Swansea,0.3,0.94,8,0.29,14562.15
2024,3,Five Points,0.94,0.82,12,0.46,22809.46
2024,3,Five Points,0.77,0.82,12,0.39,19350.15
2024,4,Washington Park,0.39,0.15,35,0.0,0.0
2024,4,Elyria-Swansea,1.23,0.94,8,0.66,33087.68
2024,4,Five Points,0.46,0.82,12,0.26,13245.84
2024,4,Washington Park,0.33,0.15,35,0.0,0.0
2024,4,Five Points,0.46,0.82,12,0.26,13128.94
2024,4,Five Points,0.56,0.82,12,0.3,15154.33
2024,4,Washington Park,0.58,0.15,35,0.0,0.0
2024,4,Five Points,1.5,0.82,12,0.68,34000.67
2024,4,Cherry Creek,1.24,0.1,28,0.34,67470.86
2024,4,Montbello,0.17,0.75,15,0.0,0.0
2024,4,Washington Park,0.74,0.15,35,0.03,6810.27
2024,4,Cherry Creek,0.83,0.1,28,0.17,34758.23
2024,4,Washington Park,0.68,0.15,35,0.01,2240.4
2024,4,Cherry Creek,2.22,0.1,28,0.73,145497.56
2024,4,Montbello,1.44,0.75,15,0.43,21334.39
2024,4,Cherry Creek,1.27,0.1,28,0.35,69221.25
2024,4,Elyria-Swansea,0.79,0.94,8,0.49,24320.08
2024,4,Five Points,0.68,0.82,12,0.35,17564.49
2024,4,Five Points,0.48,0.82,12,0.27,13658.76
2024,4,Five Points,0.59,0.82,12,0.31,15704.66
2024,4,Cherry Creek,0.11,0.1,28,0.0,0.0
2024,5,Five Points,6.75,0.82,12,2.78,138958.45
2024,5,Five Points,3.57,0.82,12,1.51,75465.58
2024,5,Cherry Creek,1.75,0.1,28,0.54,108380.79
2024,5,Five Points,1.34,0.82,12,0.62,30819.08
2024,5,Elyria-Swansea,3.02,0.94,8,1.38,68805.65
2024,5,Elyria-Swansea,1.15,0.94,8,0.63,31576.82
2024,5,Cherry Creek,1.53,0.1,28,0.45,90182.39
2024,5,Montbello,0.11,0.75,15,0.0,0.0
2024,5,Washington Park,4.22,0.15,35,1.43,285408.08
2024,5,Five Points,3.6,0.82,12,1.52,76025.4
2024,5,Five Points,0.6,0.82,12,0.32,16039.16
2024,5,Five Points,1.38,0.82,12,0.63,31678.05
2024,5,Montbello,5.42,0.75,15,2.02,100929.72
2024,5,Five Points,0.99,0.82,12,0.48,23770.28
2024,5,Washington Park,1.72,0.15,35,0.43,85349.68
2024,5,Washington Park,2.09,0.15,35,0.58,115330.47
2024,5,Five Points,1.84,0.82,12,0.82,40822.18
2024,5,Elyria-Swansea,2.2,0.94,8,1.05,52418.28
2024,5,Five Points,3.97,0.82,12,1.67,83409.88
2024,5,Montbello,4.17,0.75,15,1.52,75991.06
2024,5,Montbello,2.1,0.75,15,0.69,34476.12
2024,6,Montbello,0.92,0.75,15,0.22,10939.24
2024,6,Montbello,0.26,0.75,15,0.0,0.0
2024,6,Elyria-Swansea,4.13,0.94,8,1.82,91051.43
2024,6,Montbello,3.01,0.75,15,1.05,52700.52
2024,6,Five Points,2.21,0.82,12,0.96,48144.71
2024,6,Elyria-Swansea,1.74,0.94,8,0.87,43389.25
2024,6,Cherry Creek,0.68,0.1,28,0.11,22264.86
2024,6,Cherry Creek,1.04,0.1,28,0.26,51454.54
2024,6,Cherry Creek,1.07,0.1,28,0.27,53765.57
2024,6,Elyria-Swansea,3.31,0.94,8,1.49,74605.71
2024,6,Five Points,7.76,0.82,12,3.18,159232.0
2024,6,Washington Park,8.01,0.15,35,2.94,588916.12
2024,6,Five Points,1.13,0.82,12,0.53,26516.86
2024,6,Elyria-Swansea,0.5,0.94,8,0.37,18583.14
2024,6,Washington Park,4.6,0.15,35,1.58,315664.95
2024,6,Cherry Creek,3.66,0.1,28,1.3,260922.17
2024,6,Montbello,3.98,0.75,15,1.44,72028.42
2024,6,Cherry Creek,4.96,0.1,28,1.82,364452.42
2024,6,Five Points,2.27,0.82,12,0.99,49321.14
2024,6,Cherry Creek,4.31,0.1,28,1.56,312783.3
2024,6,Washington Park,2.55,0.15,35,0.76,152003.6
2024,7,Elyria-Swansea,0.51,0.94,8,0.37,18659.32
2024,7,Elyria-Swansea,0.77,0.94,8,0.48,23853.54
2024,7,Elyria-Swansea,1.01,0.94,8,0.58,28756.54
2024,7,Elyria-Swansea,1.74,0.94,8,0.87,43337.4
2024,7,Washington Park,0.66,0.15,35,0.0,497.1
2024,7,Cherry Creek,1.88,0.1,28,0.59,118629.49
2024,7,Montbello,0.12,0.75,15,0.0,0.0
2024,7,Montbello,0.48,0.75,15,0.04,2023.76
2024,7,Five Points,1.11,0.82,12,0.53,26297.87
2024,7,Five Points,0.93,0.82,12,0.45,22640.05
2024,7,Washington Park,1.94,0.15,35,0.52,103411.1
2024,7,Washington Park,0.53,0.15,35,0.0,0.0
2024,7,Cherry Creek,0.67,0.1,28,0.11,21691.03
2024,7,Montbello,0.57,0.75,15,0.08,3938.61
2024,7,Five Points,0.99,0.82,12,0.48,23805.47
2024,7,Montbello,1.47,0.75,15,0.44,21954.52
2024,7,Washington Park,1.48,0.15,35,0.33,66458.33
2024,7,Five Points,2.05,0.82,12,0.9,44984.26
2024,7,Five Points,0.41,0.82,12,0.25,12279.83
2024,7,Cherry Creek,0.63,0.1,28,0.09,18574.85
2024,7,Washington Park,0.12,0.15,35,0.0,0.0
2024,8,Montbello,1.36,0.75,15,0.4,19795.37
2024,8,Montbello,0.56,0.75,15,0.08,3794.4
2024,8,Elyria-Swansea,0.69,0.94,8,0.45,22268.6
2024,8,Elyria-Swansea,0.45,0.94,8,0.35,17583.11
2024,8,Cherry Creek,1.26,0.1,28,0.35,69091.66
2024,8,Elyria-Swansea,0.76,0.94,8,0.47,23742.67
2024,8,Cherry Creek,0.54,0.1,28,0.05,10843.89
2024,8,Elyria-Swansea,0.38,0.94,8,0.32,16083.04
2024,8,Elyria-Swansea,0.91,0.94,8,0.53,26606.73
2024,8,Elyria-Swansea,0.8,0.94,8,0.49,24587.21
2024,8,Cherry Creek,1.97,0.1,28,0.63,125397.37
2024,8,Montbello,2.39,0.75,15,0.81,40342.45
2024,8,Elyria-Swansea,1.53,0.94,8,0.78,39074.41
2024,8,Five Points,1.88,0.82,12,0.83,41548.48
2024,8,Washington Park,0.93,0.15,35,0.11,22745.76
2024,8,Montbello,0.58,0.75,15,0.08,4121.16
2024,8,Montbello,0.12,0.75,15,0.0,0.0
2024,8,Montbello,0.84,0.75,15,0.19,9330.5
2024,8,Elyria-Swansea,0.65,0.94,8,0.43,21579.52
2024,8,Washington Park,0.48,0.15,35,0.0,0.0
2024,8,Montbello,0.88,0.75,15,0.2,10173.75
2024,9,Five Points,2.27,0.82,12,0.99,49475.54
2024,9,Elyria-Swansea,0.2,0.94,8,0.25,12581.52
